"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"11776",2014,"SSC","725",NA,NA,NA,NA,NA,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC725"
"11777",2002,"SSC","726",NA,7.4,NA,NA,7.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC726"
"11778",2003,"SSC","726",NA,7.6,NA,NA,7.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC726"
"117781",2004,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC726"
"117782",2005,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC726"
"117783",2006,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC726"
"11779",2007,"SSC","726",NA,8.5,NA,NA,8.5,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC726"
"117791",2008,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC726"
"11780",2009,"SSC","726",NA,8.8,NA,NA,8.8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC726"
"117801",2010,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC726"
"11781",2011,"SSC","726",NA,9.1,NA,NA,9.1,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC726"
"117811",2012,"SSC","726",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC726"
"11782",2013,"SSC","726",NA,8.9,NA,NA,8.9,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC726"
"11783",2014,"SSC","726",NA,9.2,NA,NA,9.2,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC726"
"11784",2002,"SSC","727",NA,5.2,NA,NA,5.2,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC727"
"11785",2003,"SSC","727",NA,5.4,NA,NA,5.4,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC727"
"117851",2004,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC727"
"117852",2005,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC727"
"117853",2006,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC727"
"11786",2007,"SSC","727",NA,5.3,NA,NA,5.3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC727"
"117861",2008,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC727"
"11787",2009,"SSC","727",NA,5.9,NA,NA,5.9,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC727"
"117871",2010,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC727"
"11788",2011,"SSC","727",NA,5.2,NA,NA,5.2,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC727"
"117881",2012,"SSC","727",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC727"
"11789",2013,"SSC","727",NA,5.3,NA,NA,5.3,0,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC727"
"11790",2002,"SSC","728",NA,4,NA,NA,4,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC728"
"117921",2002,"SSC","729",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC729"
"11793",2003,"SSC","729",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC729"
"11795",2002,"SSC","730",NA,6.3,NA,NA,6.3,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC730"
"11796",2002,"SSC","731",NA,1.9,NA,NA,1.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC731"
"11797",2003,"SSC","731",NA,1.8,NA,NA,1.8,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC731"
"117971",2004,"SSC","731",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC731"
"117972",2005,"SSC","731",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC731"
"117973",2006,"SSC","731",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC731"
"11798",2007,"SSC","731",NA,1.7,NA,NA,1.7,0,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC731"
"118011",2002,"SSC","732",NA,7.4,NA,NA,7.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC732"
"11802",2003,"SSC","732",NA,7.8,NA,NA,7.8,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC732"
"118021",2004,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC732"
"118022",2005,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC732"
"118023",2006,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC732"
"11803",2007,"SSC","732",NA,10,NA,NA,10,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC732"
"118031",2008,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC732"
"11804",2009,"SSC","732",NA,10.3,NA,NA,10.3,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC732"
"118041",2010,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC732"
"11805",2011,"SSC","732",NA,11.2,NA,NA,11.2,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC732"
"118051",2012,"SSC","732",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC732"
"11806",2013,"SSC","732",NA,11.4,NA,NA,11.4,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC732"
"11807",2014,"SSC","732",NA,11.5,NA,NA,11.5,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC732"
"11808",2002,"SSC","733",NA,8.2,NA,NA,8.2,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC733"
"11809",2003,"SSC","733",NA,8.9,NA,NA,8.9,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC733"
"118091",2004,"SSC","733",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC733"
"118092",2005,"SSC","733",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC733"
"118093",2006,"SSC","733",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC733"
"11810",2007,"SSC","733",NA,9,NA,NA,9,0,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC733"
"11813",2002,"SSC","734",NA,0.8,200,NA,0.8,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC734"
"11814",2003,"SSC","734",NA,0.8,196,NA,0.8,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC734"
"11817",2002,"SSC","735",NA,2.9,NA,NA,2.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC735"
"11818",2003,"SSC","735",NA,3,NA,NA,3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC735"
"118181",2004,"SSC","735",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC735"
"118182",2005,"SSC","735",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC735"
"118183",2006,"SSC","735",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC735"
"11819",2007,"SSC","735",NA,2.8,NA,NA,2.8,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC735"
"118191",2008,"SSC","735",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC735"
"11820",2009,"SSC","735",NA,NA,NA,NA,NA,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC735"
"11822",2002,"SSC","736",NA,2.1,NA,NA,2.1,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC736"
"11823",2003,"SSC","736",NA,2.1,NA,NA,2.1,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC736"
"118231",2004,"SSC","736",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC736"
"118232",2005,"SSC","736",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC736"
"118233",2006,"SSC","736",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC736"
"11824",2007,"SSC","736",NA,2.1,NA,NA,2.1,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC736"
"118241",2008,"SSC","736",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC736"
"11825",2009,"SSC","736",NA,2.1,NA,NA,2.1,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC736"
"118251",2010,"SSC","736",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC736"
"11826",2011,"SSC","736",NA,NA,NA,NA,NA,0,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC736"
"11827",2002,"SSC","737",NA,2.3,NA,NA,2.3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC737"
"11828",2003,"SSC","737",NA,2.2,NA,NA,2.2,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC737"
"118281",2004,"SSC","737",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC737"
"118282",2005,"SSC","737",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC737"
"118283",2006,"SSC","737",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC737"
"11829",2007,"SSC","737",NA,2.3,NA,NA,2.3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC737"
"118291",2008,"SSC","737",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC737"
"11830",2009,"SSC","737",NA,2.2,NA,NA,2.2,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC737"
"118301",2010,"SSC","737",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC737"
"11831",2011,"SSC","737",NA,2.2,185,NA,2.2,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC737"
"118311",2012,"SSC","737",NA,NA,185,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC737"
"11832",2013,"SSC","737",NA,2.1,185,NA,2.1,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC737"
"11833",2014,"SSC","737",NA,2.5,NA,NA,2.5,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC737"
"11834",2002,"SSC","738",NA,11.7,NA,NA,11.7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC738"
"11835",2003,"SSC","738",NA,12.1,NA,NA,12.1,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC738"
"118351",2004,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC738"
"118352",2005,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC738"
"118353",2006,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC738"
"11836",2007,"SSC","738",NA,15.6,NA,NA,15.6,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC738"
"118361",2008,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC738"
"11837",2009,"SSC","738",NA,16.4,NA,NA,16.4,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC738"
"118371",2010,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC738"
"11838",2011,"SSC","738",NA,19.1,NA,NA,19.1,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC738"
"118381",2012,"SSC","738",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC738"
"11839",2013,"SSC","738",NA,19.7,NA,NA,19.7,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC738"
"11840",2014,"SSC","738",NA,19.9,NA,NA,19.9,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC738"
"11841",2015,"SSC","738",NA,21,NA,NA,21,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC738"
"11842",2016,"SSC","738",NA,22.5,NA,NA,22.5,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC738"
"11843",2017,"SSC","738",NA,24.4,NA,NA,24.4,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC738"
"11844",2002,"SSC","739",NA,0.8,180,NA,0.8,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC739"
"11846",2002,"SSC","740",NA,3,NA,NA,3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC740"
"11847",2003,"SSC","740",NA,3,NA,NA,3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC740"
"118471",2004,"SSC","740",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC740"
"118472",2005,"SSC","740",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC740"
"118473",2006,"SSC","740",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC740"
"11848",2007,"SSC","740",NA,3,NA,NA,3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC740"
"118481",2008,"SSC","740",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC740"
"11849",2009,"SSC","740",NA,NA,NA,NA,NA,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC740"
"11851",2002,"SSC","741",NA,1.2,255,NA,1.2,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC741"
"11852",2003,"SSC","741",NA,1,260,NA,1,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC741"
"118521",2004,"SSC","741",NA,NA,260,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC741"
"118522",2005,"SSC","741",NA,NA,260,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC741"
"118523",2006,"SSC","741",NA,NA,260,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC741"
"11853",2007,"SSC","741",NA,NA,NA,NA,NA,0,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC741"
"11854",2002,"SSC","742",NA,4.9,NA,NA,4.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC742"
"11855",2003,"SSC","742",NA,4.9,NA,NA,4.9,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC742"
"118551",2004,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC742"
"118552",2005,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC742"
"118553",2006,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC742"
"11856",2007,"SSC","742",NA,5.4,NA,NA,5.4,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC742"
"118561",2008,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC742"
"11857",2009,"SSC","742",NA,5.5,NA,NA,5.5,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC742"
"118571",2010,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC742"
"11858",2011,"SSC","742",NA,5.9,NA,NA,5.9,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC742"
"118581",2012,"SSC","742",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC742"
"11859",2013,"SSC","742",NA,5.8,NA,NA,5.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC742"
"11860",2014,"SSC","742",NA,5.9,NA,NA,5.9,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC742"
"11861",2015,"SSC","742",NA,6,NA,NA,6,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC742"
"11862",2016,"SSC","742",NA,6,NA,NA,6,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC742"
"11863",2017,"SSC","742",NA,6,NA,NA,6,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC742"
"11864",2002,"SSC","743",NA,2.9,NA,NA,2.9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC743"
"11865",2003,"SSC","743",NA,2.9,NA,NA,2.9,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC743"
"118651",2004,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC743"
"118652",2005,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC743"
"118653",2006,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC743"
"11866",2007,"SSC","743",NA,3.6,NA,NA,3.6,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC743"
"118661",2008,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC743"
"11867",2009,"SSC","743",NA,3.4,NA,NA,3.4,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC743"
"118671",2010,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC743"
"11868",2011,"SSC","743",NA,3.7,NA,NA,3.7,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC743"
"118681",2012,"SSC","743",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC743"
"11869",2013,"SSC","743",NA,3.8,NA,NA,3.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC743"
"11870",2014,"SSC","743",NA,3.7,NA,NA,3.7,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC743"
"11871",2015,"SSC","743",NA,4,NA,NA,4,1,1,1,0,2015,13.957,14.38,367.54,11279.114,9834.776,"SSC743"
"11872",2016,"SSC","743",NA,4,NA,NA,4,1,1,1,0,2016,13.6,15.7,797.63,11562.25,9450.275,"SSC743"
"11873",2017,"SSC","743",NA,4.5,NA,NA,4.5,1,1,1,0,2017,NA,NA,NA,11215.875,8533.928,"SSC743"
"11874",2002,"SSC","744",0.2,NA,18,0.219732178022843,0.219732178022843,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC744"
"11875",2003,"SSC","744",0.2,NA,14,0.219732178022843,0.219732178022843,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC744"
"11877",2002,"SSC","745",NA,2.8,NA,NA,2.8,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC745"
"11878",2003,"SSC","745",NA,2.7,NA,NA,2.7,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC745"
"11881",2002,"SSC","746",NA,7.4,NA,NA,7.4,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC746"
"11885",2002,"SSC","747",NA,7.7,NA,NA,7.7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC747"
"11886",2003,"SSC","747",NA,8.3,NA,NA,8.3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC747"
"118861",2004,"SSC","747",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC747"
"118862",2005,"SSC","747",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC747"
"118863",2006,"SSC","747",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC747"
"11887",2007,"SSC","747",NA,8.3,NA,NA,8.3,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC747"
"118871",2008,"SSC","747",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC747"
"11888",2009,"SSC","747",NA,NA,NA,NA,NA,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC747"
"11890",2002,"SSC","748",NA,7,NA,NA,7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC748"
"11891",2003,"SSC","748",NA,7.1,NA,NA,7.1,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC748"
"118911",2004,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC748"
"118912",2005,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC748"
"118913",2006,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC748"
"11892",2007,"SSC","748",NA,7.5,NA,NA,7.5,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC748"
"118921",2008,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC748"
"11893",2009,"SSC","748",NA,7.7,NA,NA,7.7,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC748"
"118931",2010,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC748"
"11894",2011,"SSC","748",NA,7.9,NA,NA,7.9,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC748"
"118941",2012,"SSC","748",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC748"
"11895",2013,"SSC","748",NA,7.8,NA,NA,7.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC748"
"11896",2014,"SSC","748",NA,7.8,NA,NA,7.8,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"SSC748"
"11898",2002,"SSC","749",NA,5.6,NA,NA,5.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC749"
"11899",2003,"SSC","749",NA,5.7,NA,NA,5.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC749"
"118991",2004,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC749"
"118992",2005,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC749"
"118993",2006,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC749"
"11900",2007,"SSC","749",NA,5.9,NA,NA,5.9,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC749"
"119001",2008,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC749"
"11901",2009,"SSC","749",NA,5.8,NA,NA,5.8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC749"
"119011",2010,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"SSC749"
"11902",2011,"SSC","749",NA,5.8,NA,NA,5.8,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"SSC749"
"119021",2012,"SSC","749",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"SSC749"
"11903",2013,"SSC","749",NA,5.8,NA,NA,5.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"SSC749"
"11904",2002,"SSC","750",NA,2.8,NA,NA,2.8,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"SSC750"
"11905",2003,"SSC","750",NA,2.8,NA,NA,2.8,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"SSC750"
"119051",2004,"SSC","750",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"SSC750"
"119052",2005,"SSC","750",NA,NA,NA,NA,NA,NA,0,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"SSC750"
"119053",2006,"SSC","750",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"SSC750"
"11906",2007,"SSC","750",NA,2.8,NA,NA,2.8,1,4,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"SSC750"
"119061",2008,"SSC","750",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"SSC750"
"11907",2009,"SSC","750",NA,NA,NA,NA,NA,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"SSC750"
