"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud"
"12999",2014,"SSC","4513",NA,28.9,NA,NA,28.9,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13000",2015,"SSC","4513",NA,29.4,NA,NA,29.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"130011",2016,"SSC","4513",NA,29.7,NA,NA,29.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13002",2017,"SSC","4513",NA,30.7,NA,NA,30.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13003",2014,"SSC","4514",NA,10,NA,NA,10,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13004",2014,"SSC","4515",NA,35.5,NA,NA,35.5,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13005",2014,"SSC","4516",NA,23.9,NA,NA,23.9,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13006",2014,"SSC","4517",NA,19.6,NA,NA,19.6,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13007",2015,"SSC","4517",NA,19,NA,NA,19,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13008",2016,"SSC","4517",NA,20,NA,NA,20,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13009",2017,"SSC","4517",NA,22.1,NA,NA,22.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"13010",2014,"SSC","4518",NA,28.9,NA,NA,28.9,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13011",2015,"SSC","4518",NA,29.6,NA,NA,29.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13012",2016,"SSC","4518",NA,30.6,NA,NA,30.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13013",2017,"SSC","4518",NA,32.8,NA,NA,32.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"13014",2014,"SSC","4519",NA,15.6,NA,NA,15.6,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13015",2014,"SSC","4520",NA,30.1,NA,NA,30.1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13016",2015,"SSC","4520",NA,30.5,NA,NA,30.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13017",2016,"SSC","4520",NA,30.7,NA,NA,30.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13018",2017,"SSC","4520",NA,32.7,NA,NA,32.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13019",2014,"SSC","4521",NA,7.1,NA,NA,7.1,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13020",2014,"SSC","4522",NA,21.7,NA,NA,21.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13021",2015,"SSC","4522",NA,21.8,NA,NA,21.8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13022",2016,"SSC","4522",NA,22,NA,NA,22,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13023",2017,"SSC","4522",NA,23,NA,NA,23,1,1,2017,NA,NA,NA,11215.875,8533.928
"13024",2014,"SSC","4523",NA,12.3,NA,NA,12.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13025",2015,"SSC","4523",NA,12.4,NA,NA,12.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13026",2016,"SSC","4523",NA,12.4,NA,NA,12.4,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13027",2017,"SSC","4523",NA,12.4,NA,NA,12.4,1,1,2017,NA,NA,NA,11215.875,8533.928
"13028",2014,"SSC","4524",NA,6.9,NA,NA,6.9,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13029",2015,"SSC","4524",NA,7.2,NA,NA,7.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13030",2016,"SSC","4524",NA,7.1,NA,NA,7.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13032",2014,"SSC","4525",NA,7.4,NA,NA,7.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13033",2015,"SSC","4525",NA,7.2,NA,NA,7.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13034",2016,"SSC","4525",NA,7.1,NA,NA,7.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13035",2017,"SSC","4525",NA,7.1,NA,NA,7.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"13036",2014,"SSC","4526",NA,5,NA,NA,5,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13037",2014,"SSC","4527",NA,7.8,NA,NA,7.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13038",2015,"SSC","4527",NA,8.1,NA,NA,8.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13039",2016,"SSC","4527",NA,8.6,NA,NA,8.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13041",2015,"SSC","4528",NA,6.2,NA,NA,6.2,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"13042",2016,"SSC","4528",NA,6.3,NA,NA,6.3,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13043",2017,"SSC","4528",NA,7.4,NA,NA,7.4,1,1,2017,NA,NA,NA,11215.875,8533.928
"13044",2014,"SSC","4529",NA,15,NA,NA,15,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13045",2014,"SSC","4530",NA,9.5,NA,NA,9.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13046",2015,"SSC","4530",NA,9.5,NA,NA,9.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13047",2016,"SSC","4530",NA,9.6,NA,NA,9.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13048",2017,"SSC","4530",NA,9.7,NA,NA,9.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13049",2014,"SSC","4532",NA,11.5,NA,NA,11.5,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13050",2014,"SSC","4533",NA,19.5,0,NA,19.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13052",2014,"SSC","4534",NA,15.4,NA,NA,15.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13053",2015,"SSC","4534",NA,15.5,NA,NA,15.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13054",2014,"SSC","4535",NA,17.7,NA,NA,17.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13055",2015,"SSC","4535",NA,NA,NA,NA,NA,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13057",2016,"SSC","4535",NA,12.6,NA,NA,12.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13060",2014,"SSC","4536",NA,45.7,NA,NA,45.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13061",2015,"SSC","4536",NA,46,NA,NA,46,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13062",2016,"SSC","4536",NA,45.1,NA,NA,45.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13063",2017,"SSC","4536",NA,46.1,NA,NA,46.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"13064",2014,"SSC","4537",NA,16.4,NA,NA,16.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13065",2015,"SSC","4537",NA,16.5,NA,NA,16.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13066",2016,"SSC","4537",NA,16.3,NA,NA,16.3,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13067",2017,"SSC","4537",NA,16.7,NA,NA,16.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13068",2015,"SSC","4538",NA,18.5,NA,NA,18.5,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"13069",2016,"SSC","4538",NA,18.6,NA,NA,18.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13070",2017,"SSC","4538",NA,19.1,NA,NA,19.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"13071",2014,"SSC","4539",NA,NA,NA,NA,NA,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13072",2014,"SSC","4540",NA,16.7,NA,NA,16.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13073",2015,"SSC","4540",NA,17,NA,NA,17,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13074",2016,"SSC","4540",NA,17.2,NA,NA,17.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13075",2017,"SSC","4540",NA,17.7,NA,NA,17.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13076",2014,"SSC","4541",NA,7.8,NA,NA,7.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13077",2015,"SSC","4541",NA,7.9,NA,NA,7.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13078",2016,"SSC","4541",NA,7.9,NA,NA,7.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13079",2017,"SSC","4541",NA,7.9,NA,NA,7.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"13080",2014,"SSC","4542",NA,13.2,NA,NA,13.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13081",2015,"SSC","4542",NA,13.5,NA,NA,13.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13082",2016,"SSC","4542",NA,13.7,NA,NA,13.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13083",2017,"SSC","4542",NA,14.2,NA,NA,14.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13084",2014,"SSC","4543",NA,17.5,NA,NA,17.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13085",2015,"SSC","4543",NA,17.6,NA,NA,17.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13086",2016,"SSC","4543",NA,17.7,NA,NA,17.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13087",2017,"SSC","4543",NA,19,NA,NA,19,1,1,2017,NA,NA,NA,11215.875,8533.928
"13088",2014,"SSC","4544",NA,11.5,NA,NA,11.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13089",2015,"SSC","4544",NA,11.9,NA,NA,11.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13090",2016,"SSC","4544",NA,12.3,NA,NA,12.3,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13091",2017,"SSC","4544",NA,12.6,NA,NA,12.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"13092",2014,"SSC","4545",NA,13.5,NA,NA,13.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13093",2015,"SSC","4545",NA,14,NA,NA,14,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13094",2016,"SSC","4545",NA,13.7,NA,NA,13.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13095",2017,"SSC","4545",NA,13.5,NA,NA,13.5,1,1,2017,NA,NA,NA,11215.875,8533.928
"13096",2014,"SSC","4546",NA,25.9,NA,NA,25.9,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13097",2014,"SSC","4547",NA,9,NA,NA,9,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13099",2014,"SSC","4548",NA,6.5,NA,NA,6.5,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13100",2014,"SSC","4550",NA,6.7,NA,NA,6.7,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"131011",2014,"SSC","4551",NA,16.5,NA,NA,16.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"131021",2015,"SSC","4551",NA,16.5,NA,NA,16.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13103",2016,"SSC","4551",NA,16.7,NA,NA,16.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13104",2017,"SSC","4551",NA,17,NA,NA,17,1,1,2017,NA,NA,NA,11215.875,8533.928
"13105",2014,"SSC","4552",NA,10.8,NA,NA,10.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13106",2015,"SSC","4552",NA,11,NA,NA,11,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13107",2016,"SSC","4552",NA,11,NA,NA,11,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13109",2014,"SSC","4554",NA,25.5,NA,NA,25.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13110",2015,"SSC","4554",NA,26.9,NA,NA,26.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"131111",2016,"SSC","4554",NA,27.7,NA,NA,27.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13112",2017,"SSC","4554",NA,27.8,NA,NA,27.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"13113",2015,"SSC","4555",NA,6.9,NA,NA,6.9,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"13114",2016,"SSC","4555",NA,7,NA,NA,7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13115",2017,"SSC","4555",NA,7.3,NA,NA,7.3,1,1,2017,NA,NA,NA,11215.875,8533.928
"13116",2014,"SSC","4556",NA,13.3,NA,NA,13.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13117",2015,"SSC","4556",NA,13.5,NA,NA,13.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13118",2016,"SSC","4556",NA,13.6,NA,NA,13.6,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13120",2015,"SSC","4558",NA,12.4,NA,NA,12.4,1,0,2015,13.957,14.38,367.54,11279.114,9834.776
"131211",2016,"SSC","4558",NA,12,NA,NA,12,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13122",2017,"SSC","4558",NA,11.2,NA,NA,11.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13123",2014,"SSC","4559",NA,44.5,NA,NA,44.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13125",2014,"SSC","4560",NA,31.3,NA,NA,31.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13127",2014,"SSC","4561",NA,11.9,NA,NA,11.9,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13128",2015,"SSC","4561",NA,11.9,NA,NA,11.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13129",2016,"SSC","4561",NA,12.2,NA,NA,12.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13130",2017,"SSC","4561",NA,12.3,NA,NA,12.3,1,1,2017,NA,NA,NA,11215.875,8533.928
"131311",2014,"SSC","4563",NA,10.3,NA,NA,10.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13132",2015,"SSC","4563",NA,10.5,NA,NA,10.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13133",2016,"SSC","4563",NA,10.1,NA,NA,10.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13134",2017,"SSC","4563",NA,10.5,NA,NA,10.5,1,1,2017,NA,NA,NA,11215.875,8533.928
"13135",2014,"SSC","4566",NA,72.6,NA,NA,72.6,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13136",2015,"SSC","4566",NA,74.3,NA,NA,74.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13137",2016,"SSC","4566",NA,74,NA,NA,74,0,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13138",2014,"SSC","4567",NA,11.4,NA,NA,11.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13139",2015,"SSC","4567",NA,11.7,NA,NA,11.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13140",2016,"SSC","4567",NA,12.1,NA,NA,12.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13142",2014,"SSC","4568",NA,7.1,NA,NA,7.1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13143",2015,"SSC","4568",NA,7.3,NA,NA,7.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13144",2016,"SSC","4568",NA,7.2,NA,NA,7.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13145",2017,"SSC","4568",NA,7.2,NA,NA,7.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13146",2014,"SSC","4569",NA,9.3,NA,NA,9.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13147",2015,"SSC","4569",NA,9.7,NA,NA,9.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13148",2016,"SSC","4569",NA,9.5,NA,NA,9.5,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13149",2017,"SSC","4569",NA,9.6,NA,NA,9.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"13150",2014,"SSC","4570",NA,11.9,NA,NA,11.9,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13151",2015,"SSC","4570",NA,12.7,NA,NA,12.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13152",2016,"SSC","4570",NA,12.4,NA,NA,12.4,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13153",2017,"SSC","4570",NA,12.5,NA,NA,12.5,1,1,2017,NA,NA,NA,11215.875,8533.928
"13154",2014,"SSC","4571",NA,15.7,NA,NA,15.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13155",2015,"SSC","4571",NA,15.7,NA,NA,15.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13156",2016,"SSC","4571",NA,16,NA,NA,16,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13157",2017,"SSC","4571",NA,16.2,NA,NA,16.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13158",2014,"SSC","4572",NA,21.5,NA,NA,21.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13159",2015,"SSC","4572",NA,21.6,NA,NA,21.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13160",2016,"SSC","4572",NA,22.1,NA,NA,22.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13161",2017,"SSC","4572",NA,22.8,NA,NA,22.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"13162",2014,"SSC","4573",NA,18.3,NA,NA,18.3,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13163",2014,"SSC","4574",NA,12,NA,NA,12,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13166",2014,"SSC","4575",NA,21.3,NA,NA,21.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13168",2014,"SSC","4576",NA,7.2,NA,NA,7.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13169",2015,"SSC","4576",NA,7.2,NA,NA,7.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13170",2016,"SSC","4576",NA,7.2,NA,NA,7.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13171",2017,"SSC","4576",NA,7.8,NA,NA,7.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"13172",2014,"SSC","4577",NA,9.4,NA,NA,9.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13173",2015,"SSC","4577",NA,9.6,NA,NA,9.6,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13174",2016,"SSC","4577",NA,10,NA,NA,10,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13175",2017,"SSC","4577",NA,10.9,NA,NA,10.9,1,1,2017,NA,NA,NA,11215.875,8533.928
"13176",2014,"SSC","4578",NA,26.3,NA,NA,26.3,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13177",2015,"SSC","4578",NA,26.3,NA,NA,26.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13178",2016,"SSC","4578",NA,26.8,NA,NA,26.8,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13179",2017,"SSC","4578",NA,27.5,NA,NA,27.5,1,1,2017,NA,NA,NA,11215.875,8533.928
"13180",2014,"SSC","4579",NA,15.2,NA,NA,15.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13181",2015,"SSC","4579",NA,15.1,NA,NA,15.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13182",2016,"SSC","4579",NA,15.1,NA,NA,15.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13183",2017,"SSC","4579",NA,15.4,NA,NA,15.4,1,1,2017,NA,NA,NA,11215.875,8533.928
"13184",2014,"SSC","4580",NA,13.5,NA,NA,13.5,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13185",2015,"SSC","4580",NA,13.3,NA,NA,13.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13186",2016,"SSC","4580",NA,13,NA,NA,13,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13187",2017,"SSC","4580",NA,14,NA,NA,14,1,1,2017,NA,NA,NA,11215.875,8533.928
"13188",2014,"SSC","4581",NA,7.4,NA,NA,7.4,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13189",2015,"SSC","4581",NA,7.1,NA,NA,7.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13190",2016,"SSC","4581",NA,7.5,NA,NA,7.5,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13191",2017,"SSC","4581",NA,7.6,NA,NA,7.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"13192",2014,"SSC","4582",NA,23,NA,NA,23,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13193",2015,"SSC","4582",NA,23.1,NA,NA,23.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13194",2016,"SSC","4582",NA,22.9,NA,NA,22.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13195",2017,"SSC","4582",NA,24.2,NA,NA,24.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13196",2014,"SSC","4583",NA,24.2,NA,NA,24.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13197",2015,"SSC","4583",NA,24.8,NA,NA,24.8,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13198",2016,"SSC","4583",NA,25,NA,NA,25,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13199",2017,"SSC","4583",NA,26.6,NA,NA,26.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"13200",2014,"SSC","4584",NA,35,NA,NA,35,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13201",2015,"SSC","4584",NA,31.1,NA,NA,31.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13202",2016,"SSC","4584",NA,31.5,NA,NA,31.5,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13203",2017,"SSC","4584",NA,32.7,NA,NA,32.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13204",2014,"SSC","4585",NA,13.1,NA,NA,13.1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13205",2015,"SSC","4585",NA,13.4,NA,NA,13.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13206",2016,"SSC","4585",NA,12.8,NA,NA,12.8,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13207",2017,"SSC","4585",NA,12.6,NA,NA,12.6,1,1,2017,NA,NA,NA,11215.875,8533.928
"13208",2014,"SSC","4586",NA,23.2,NA,NA,23.2,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13209",2015,"SSC","4586",NA,23.2,NA,NA,23.2,0,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13210",2014,"SSC","4587",NA,17,NA,NA,17,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13211",2014,"SSC","4588",NA,23.8,NA,NA,23.8,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13212",2014,"SSC","4589",NA,5.8,NA,NA,5.8,0,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13213",2014,"SSC","4590",NA,11.6,NA,NA,11.6,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13214",2015,"SSC","4590",NA,11.9,NA,NA,11.9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13215",2016,"SSC","4590",NA,12,NA,NA,12,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13216",2017,"SSC","4590",NA,12,NA,NA,12,1,1,2017,NA,NA,NA,11215.875,8533.928
"13217",2014,"SSC","4593",NA,22.8,NA,NA,22.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13218",2015,"SSC","4593",NA,23.5,NA,NA,23.5,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13219",2016,"SSC","4593",NA,23.9,NA,NA,23.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13220",2017,"SSC","4593",NA,25.7,NA,NA,25.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13221",2014,"SSC","4594",NA,19,NA,NA,19,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13222",2015,"SSC","4594",NA,19.4,NA,NA,19.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13223",2016,"SSC","4594",NA,19.2,NA,NA,19.2,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13224",2017,"SSC","4594",NA,19.1,NA,NA,19.1,1,1,2017,NA,NA,NA,11215.875,8533.928
"13225",2014,"SSC","4595",NA,10.7,NA,NA,10.7,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13226",2015,"SSC","4595",NA,11,NA,NA,11,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13227",2016,"SSC","4595",NA,11.1,NA,NA,11.1,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13228",2017,"SSC","4595",NA,11.4,NA,NA,11.4,1,1,2017,NA,NA,NA,11215.875,8533.928
"13229",2014,"SSC","4596",NA,24.6,NA,NA,24.6,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13230",2015,"SSC","4596",NA,24.7,NA,NA,24.7,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13231",2016,"SSC","4596",NA,25.7,NA,NA,25.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13232",2017,"SSC","4596",NA,25.7,NA,NA,25.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13233",2014,"SSC","4597",NA,16.1,NA,NA,16.1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13234",2015,"SSC","4597",NA,16.3,NA,NA,16.3,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13235",2016,"SSC","4597",NA,16.4,NA,NA,16.4,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13236",2017,"SSC","4597",NA,16.2,NA,NA,16.2,1,1,2017,NA,NA,NA,11215.875,8533.928
"13237",2014,"SSC","4598",NA,20.8,NA,NA,20.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13238",2015,"SSC","4598",NA,21.1,NA,NA,21.1,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13239",2016,"SSC","4598",NA,21.7,NA,NA,21.7,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13240",2017,"SSC","4598",NA,22.7,22.8,NA,22.7,1,1,2017,NA,NA,NA,11215.875,8533.928
"13241",2014,"SSC","4702",NA,41.8,NA,NA,41.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
"13242",2015,"SSC","4702",NA,42.4,NA,NA,42.4,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"13243",2016,"SSC","4702",NA,42.9,NA,NA,42.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"13244",2017,"SSC","4702",NA,42.8,NA,NA,42.8,1,1,2017,NA,NA,NA,11215.875,8533.928
"13245",2014,"SSC","4703",NA,11.8,NA,NA,11.8,1,0,2014,15.686,15.44,354.61,12973.756,10639.12
